Amount,Date,Expense_Category,Description
29.0,2017-09-04,Disposable,Mea Inu Bar
24.55,2017-09-05,Disposable,Uber
38.28,2017-09-05,Disposable,Uber
10.0,2017-09-05,Disposable,Neon Retro Arcade
25.5,2017-09-05,Disposable,Tapa Cantina
25.0,2017-09-05,Disposable,Sushi Stop
7.58,2017-09-05,Disposable,Chipotle
42.0,2017-09-05,Disposable,Ticket for Revivalists
11.96,2017-09-06,Disposable,Panda Express
60.0,2017-09-07,Disposable,Costco Membership
394.03,2017-09-07,Disposable,Costco
12.95,2017-09-08,Disposable,Pho Deluxe
4.78,2017-09-08,Disposable,Teas N You
8.99,2017-09-08,Entertainment,Scribd
5.0,2017-09-09,Disposable,Uber
6.3,2017-09-09,Disposable,Uber
12.5,2017-09-09,Disposable,Busara Restaurant
10.15,2017-09-10,Disposable,Chick-Fil-A
8.08,2017-09-11,Disposable,Uber
8.32,2017-09-11,Disposable,Uber
7.09,2017-09-11,Disposable,Uber
4.99,2017-09-11,Entertainment,Spotify
11.33,2017-09-11,Disposable,Uber
4.78,2017-09-11,Disposable,Teas N You
3.0,2017-09-11,Disposable,Uber
24.65,2017-09-12,Disposable,Uber
20.22,2017-09-13,Disposable,Uber
248.38,2017-09-13,Disposable,Plane Ticket to Vegas
18.0,2017-09-14,Disposable,Pen & Prose Boutique
357.0,2017-09-14,Disposable,Vegas hotel
56.0,2017-09-14,Disposable,Upgrade seats
29.84,2017-09-14,Car,Gas
13.07,2017-09-14,Disposable,Five Guys
21.96,2017-09-15,Disposable,Uber
1152.0,2017-09-15,Disposable,Party Bus
9.99,2017-09-15,Entertainment,Netflix
52.99,2017-09-15,Disposable,Jaeger
62.1,2017-09-16,Disposable,Jiffy Lube Live
2.65,2017-09-16,Disposable,McDonalds
38.0,2017-09-16,Disposable,Johnny Pistolas
11.11,2017-09-16,Disposable,?
5.0,2017-09-16,Disposable,Uber
18.01,2017-09-16,Disposable,Uber
90.0,2017-09-18,Disposable,Busch Gardens
37.31,2017-09-19,Disposable,Baseball Glove
106.0,2017-09-19,Disposable,Point to Point limo over charge
7.58,2017-09-20,Disposable,Chipotle
0.99,2017-09-20,Disposable,Apple
23.0,2017-09-20,Disposable,Uber to BWI
25.14,2017-09-22,Disposable,Dunkin
170.0,2017-09-22,Disposable,Las Vegas
85.39,2017-09-22,Disposable,Alcohol at Vegas airport
36.8,2017-09-23,Disposable,Dunkin 
40.0,2017-09-23,Disposable,Hakkasan
76.3,2017-09-23,Disposable,Hakkasan
9.12,2017-09-23,Disposable,Uber
12.94,2017-09-23,Disposable,Uber
0.89,2017-09-23,Disposable,?
5.15,2017-09-25,Disposable,Uber
23.76,2017-09-25,Disposable,Uber
15.33,2017-09-25,Disposable,Taxi
2.5,2017-09-25,Disposable,Coca Cola
8.87,2017-09-25,Disposable,Uber
85.2,2017-09-25,Disposable,Ticket for Borgeous
80.0,2017-09-25,Disposable,Ticket for Diplo
84.06,2017-09-25,Disposable,Tickets for Zedd
7.21,2017-09-25,Disposable,Uber
20.15,2017-09-25,Disposable,Uber
10.81,2017-09-25,Disposable,Hooters
47.0,2017-09-25,Disposable,Pool beers
2.96,2017-09-26,Disposable,?
146.73,2017-09-26,Phone,Verizon bill
9.08,2017-09-26,Disposable,Potbelly
50.0,2017-09-26,Disposable,Uber
21.99,2017-09-26,Disposable,Yard House Restaurant
14.97,2017-09-27,Disposable,7-Eleven medicine
160.08,2017-09-27,Disposable,Hard Rock charges
16.87,2017-09-30,Disposable,Uber
13.53,2017-09-26,Disposable,Pizza Forte
410.0,2017-09-21,Disposable,Strippers
780.0,2017-09-25,Rent,Rent
4.99,2017-08-10,Entertainment,Spotify
14.0,2017-08-10,Disposable,Pho
60.0,2017-08-10,Disposable,Sam Hunt Party Bus
8.99,2017-08-08,Entertainment,Scribd
26.0,2017-08-08,Disposable,Sushi Para
6.99,2017-08-05,Disposable,Uber
348.26,2017-08-07,Phone,New Phone
5.0,2017-08-05,Disposable,Uber
4.23,2017-08-07,Disposable,Dairy Queen
7.7,2017-08-07,Disposable,Uber
6.99,2017-08-07,Disposable,Uber
24.74,2017-08-05,Disposable,Jaeger
7.58,2017-08-04,Disposable,Chipotle
6.99,2017-08-11,Disposable,Uber
3.49,2017-08-11,Disposable,Uber
7.05,2017-08-11,Disposable,Uber
13.5,2017-08-12,Disposable,Wet Dog
27.1,2017-08-12,Disposable,Anxo Cidery
11.0,2017-08-12,Disposable,Crystal City parking
6.99,2017-08-12,Disposable,Uber
29.39,2017-08-12,Disposable,Silent Disco
2.99,2017-08-12,Disposable,Uber
3.49,2017-08-12,Disposable,Uber
3.0,2017-08-13,Disposable,Pleasant Pop
21.07,2017-08-13,Car,Gas
3.49,2017-08-13,Disposable,Uber
9.99,2017-08-14,Entertainment,Netflix
74.25,2017-08-13,Utilities,Cleaning Services
36.3,2017-08-12,Disposable,Brunch
20.0,2017-08-12,Disposable,Jugito
75.0,2017-08-10,Disposable,Softball
780.0,2017-08-25,Rent,rent
44.769,2017-08-14,Disposable,Groceries
4.96,2017-08-14,Disposable,Potbelly
84.65,2017-08-08,Phone,Initiation charge
3.49,2017-08-19,Disposable,Uber
6.99,2017-08-19,Disposable,Uber
37.0,2017-08-19,Disposable,Bullpen
205.0,2017-08-19,Disposable,GRE Exam
2.4,2017-08-17,Entertainment,Library late fee
19.25,2017-08-16,Utilities,Lawn love
28.0,2017-08-14,Disposable,Decades
8.39,2017-08-14,Disposable,Silent Disco
47.0,2017-08-19,Disposable,Ambar brunch
36.0,2017-08-19,Disposable,Beer
3.77,2017-08-20,Disposable,Uber
0.99,2017-08-20,Entertainment,Itunes
6.25,2017-08-20,Disposable,Taco Bell
4.56,2017-08-20,Disposable,7-Eleven gatorade
6.99,2017-08-20,Disposable,Frozen Yogurt
2.13,2017-08-21,Car,parking
270.0,2017-08-25,Car,Monthly Payment
162.9,2017-08-23,Car,Property Tax
25.74,2017-08-23,Car,Gas
18.0,2017-08-25,Disposable,TopGolf
16.47,2017-08-26,Disposable,Uber
10.25,2017-08-28,Disposable,Castro Tarts
16.0,2017-08-28,Disposable,Café Saint-Ex
11.04,2017-08-28,Disposable,In-N-Out Burger
11.0,2017-08-28,Disposable,Mustafios Pizza
15.34,2017-08-28,Disposable,Uber
178.79,2017-08-28,Phone,Monthly bill
19.0,2017-08-29,Disposable,Taste of Rome
15.0,2017-08-29,Disposable,Lush Lounge
10.0,2017-08-29,Disposable,Muir Woods
47.0,2017-08-30,Disposable,Trees Lounge
6.0,2017-08-30,Disposable,Ice Cream
15.0,2017-08-30,Disposable,Kipu Ranch
19.07,2017-08-31,Disposable,Makai Properties
27.0,2017-08-31,Disposable,Verde
6.52,2017-07-01,Disposable,uber
23.42,2017-07-03,Disposable,Lighthouse Bagel
21.64,2017-07-03,Car,Gas
5.69,2017-07-03,Disposable,Gas snacks
15.5,2017-07-03,Disposable,TGIF
15.51,2017-07-05,Car,Gas
10.24,2017-07-05,Disposable,Red Bull
6.99,2017-07-05,Disposable,Uber
6.55,2017-07-06,Disposable,Lyft
7.58,2017-07-06,Disposable,Chipotle
1.8,2017-07-07,Entertainment,Library Late fee
890.4,2017-07-07,Disposable,Mattress
1.0,2017-07-07,Utilities,Mail change fee
19.99,2017-07-07,Disposable,Lyft Coupon
8.99,2017-07-08,Entertainment,Scribd
24.48,2017-07-10,Car,Gas
7.55,2017-07-10,Disposable,Lyft
4.99,2017-07-10,Entertainment,Spotify
99.0,2017-07-10,Gym,Registration + First month
10.0,2017-07-12,Car,Parking pass
267.76,2017-07-10,Disposable,"Bed, Bath & Beyond"
33.0,2017-07-10,Car,Property tax
50.0,2017-07-03,Utilities,Electricity
27.0,2017-07-14,Disposable,El Rey
99.0,2017-07-15,Utilities,TV Mount
9.99,2017-07-15,Entertainment,Netflix
11.5,2017-07-15,Disposable,Lyft
44.75,2017-07-15,Disposable,Home Depot
27.0,2017-07-17,Utilities,Costco - Microwave
4.13,2017-07-17,Disposable,Beer
20.0,2017-07-17,Disposable,Local 16
26.77,2017-07-17,Disposable,Propane
20.58,2017-07-17,Disposable,Uber
21.4,2017-07-16,Disposable,Los Cuates
144.76,2017-07-31,Disposable,Target
44.0,2017-07-31,Disposable,Sam Hunt Tickets
4.37,2017-07-31,Disposable,Uber
12.6,2017-07-31,Disposable,WingStop
52.99,2017-07-31,Disposable,Jaeger
2.03,2017-07-31,Disposable,Lyft
42.0,2017-07-31,Disposable,Café Saint-Ex
22.24,2017-07-31,Disposable,Lyft
18.0,2017-07-29,Disposable,Silver Diner
3.38,2017-07-29,Car,Parking
6.87,2017-07-29,Disposable,Lyft
6.55,2017-07-29,Disposable,Uber
15.44,2017-07-27,Disposable,Lyft
8.64,2017-07-27,Disposable,Chipotle
10.36,2017-07-26,Disposable,Uber
135.68,2017-07-26,Phone,Verizon bill
46.62,2017-07-25,Disposable,Groupon
9.41,2017-07-25,Disposable,Lyft
14.0,2017-07-24,Disposable,Decades
11.64,2017-07-24,Disposable,Lyft
13.0,2017-07-24,Disposable,Surfside
6.03,2017-07-24,Disposable,Einstein Bro's
6.33,2017-07-24,Disposable,Lyft
15.0,2017-07-24,Disposable,Brixton Pub
22.04,2017-07-22,Car,Gas
469.99,2017-07-21,Disposable,Bed frame
1102.52,2017-07-20,Disposable,Plane tickets
0.97,2017-07-20,Entertainment,Itunes
84.0,2017-07-27,Utilities,Electricity
270.0,2017-07-24,Car,Monthly Payment
200.0,2017-07-31,Disposable,Costco
780.0,2017-07-26,Rent,Rent
29.0,2017-07-31,Disposable,Olive Garden
16.0,2017-07-30,Disposable,Lyft
31.0,2017-07-27,Utilities,Electricity
75.0,2017-07-16,Disposable,Wineries
136.27,2017-06-26,Phone,Verizon
25.55,2017-06-24,Car,Gas
9.1,2017-06-24,Disposable,Uber
7.87,2017-06-24,Disposable,Chipotle
23.3,2017-06-23,Disposable,Beer
17.72,2017-06-24,Disposable,Whitlow's
22.0,2017-06-27,Disposable,Haircut
11.49,2017-06-27,Disposable,Uber
16.09,2017-06-27,Disposable,Uber
22.0,2017-06-26,Disposable,Crafthouse
71.47,2017-06-19,Gym,Gym + protein
3.09,2017-06-19,Disposable,Groupon
20.12,2017-06-19,Disposable,Groupon
14.01,2017-06-19,Disposable,Uber
9.99,2017-06-15,Entertainment,Netflix
27.0,2017-06-13,Disposable,Citizen Burger
20.0,2017-06-13,Disposable,Taqueria El Poblano
28.0,2017-06-12,Disposable,Sudhouse
5.0,2017-06-12,Disposable,Uber
8.96,2017-06-12,Disposable,Red Light
7.0,2017-06-12,Disposable,Winery
22.0,2017-06-12,Disposable,Buffalo Billiards
53.0,2017-06-12,Disposable,Hawthorne
4.24,2017-06-12,Disposable,Sheetz
4.99,2017-06-10,Entertainment,Spofity
13.99,2017-06-10,Disposable,Groupon
25.51,2017-06-10,Disposable,Cab
19.99,2017-06-09,Disposable,Mixxr
8.99,2017-06-08,Entertainment,Scribd
25.09,2017-06-08,Car,Gas
19.95,2017-06-07,Gym,idk
400.32,2017-06-07,Disposable,Skydiving
23.0,2017-06-06,Disposable,Buffalo Wild Wings
17.0,2017-06-05,Disposable,Echostage
13.97,2017-06-05,Disposable,Uber
5.5,2017-06-05,Disposable,Uber
24.29,2017-06-05,Disposable,Buffalo Billiards
46.0,2017-06-05,Disposable,801 Restaurant and Bar
18.5,2017-06-05,Disposable,Uber
7.51,2017-06-05,Disposable,Uber
17.72,2017-06-05,Disposable,Uber
13.01,2017-06-03,Disposable,Uber
8.0,2017-06-27,Utilities,Gas
5.0,2017-06-26,Disposable,Doobies
2.0,2017-06-26,Disposable,Beer
3.75,2017-06-25,Disposable,Uber
5.0,2017-06-23,Disposable,McDonalds
1600.0,2017-06-19,Rent,Security Deposit
785.0,2017-06-30,Rent,Rent
45.0,2017-06-20,Rent,Application fee
8.0,2017-06-18,Disposable,Beer
170.0,2017-06-16,Disposable,Zog Sports
38.5,2017-06-12,Utilities,Cable
9.75,2017-06-11,Disposable,Uber
47.2,2017-06-12,Disposable,Brunch
3.0,2017-06-04,Disposable,Beer
12.5,2017-06-05,Disposable,Moscow Mule
8.5,2017-06-03,Disposable,Pizza
35.0,2017-06-26,Disposable,GoT Bar
270.0,2017-06-27,Car,Car Payment
8.45,2017-06-27,Disposable,McDonalds
7.58,2017-06-27,Disposable,Chipotle
240.0,2017-06-15,Disposable,Groceries
22.0,2017-06-29,Disposable,Johnny Pistolas
20.0,2017-05-01,Disposable,El Centro
20.17,2017-05-02,Disposable,Domino's
16.5,2017-05-03,Disposable,Clarendon Grill
21.39,2017-05-04,Disposable,Uber
7.2,2017-05-05,Disposable,Chipotle
42.5,2017-05-06,Disposable,Tico's
8.99,2017-05-07,Entertainment,Scribd
27.03,2017-05-07,Car,Gas
65.7,2017-05-09,Disposable,Flowers
18.5,2017-05-02,Utilities,Gas
19.22,2017-05-09,Disposable,Bowling
4.99,2017-05-10,Entertainment,Spofity
2.02,2017-05-10,Disposable,Uber
24.5,2017-05-10,Disposable,Hair cut
86.75,2017-05-10,Disposable,DC Fray
270.0,2017-05-14,Car,Monthly Payment
1020.0,2017-05-11,Rent,Rent
231.5,2017-05-31,Disposable,Costco
5.88,2017-05-31,Disposable,Uber
27.13,2017-05-27,Car,Gas
3.0,2017-05-27,Car,Parking
135.66,2017-05-26,Phone,Verizon bill
38.95,2017-05-24,Disposable,Xsport
7.58,2017-05-24,Disposable,Chipotle
10.42,2017-05-23,Disposable,Sbarro
393.15,2017-05-22,Disposable,Cruise
10.91,2017-05-22,Disposable,Uber
0.97,2017-05-20,Disposable,Itunes
9.99,2017-05-16,Entertainment,Netflix
21.69,2017-05-15,Disposable,Old Navy
30.55,2017-05-15,Disposable,Rite Aid
5.27,2017-05-15,Utilities,Home Depot
86.75,2017-05-11,Disposable,DC Fray
24.5,2017-05-11,Disposable,Hair cut
10.0,2017-05-30,Disposable,Bowling
100.0,2017-05-25,Disposable,Beach funds
10.92,2017-05-25,Utilities,Gas
37.25,2017-05-23,Utilities,Electric
52.5,2017-05-13,Utilities,Water
84.2,2017-05-14,Utilities,Garage
37.0,2017-05-15,Utilities,TV
7.87,2017-04-01,Disposable,Uber
11.35,2017-04-01,Disposable,Uber
17.9,2017-04-01,Disposable,Nandos
28.36,2017-04-01,Disposable,Gypsy Sally's
34.0,2017-04-02,Disposable,Bowling Groupon
6.0,2017-04-02,Disposable,Bowling
2.0,2017-04-02,Disposable,Wendy's
17.0,2017-04-03,Disposable,Ticketfly
10.0,2017-04-03,Disposable,Pizza
6.0,2017-04-03,Disposable,Bowling
1000.0,2017-04-04,Car,Car Payment
30.7,2017-04-05,Disposable,GrouponShoes
44.5,2017-04-06,Utilities,Fixing sink
10.0,2017-04-06,Disposable,Udemy
23.0,2017-04-07,Disposable,Taqueria Poblano
4.71,2017-04-07,Disposable,McD's
26.0,2017-04-07,Disposable,El Patron
7.12,2017-04-08,Disposable,Lyft
18.57,2017-04-08,Disposable,Bowling
30.5,2017-04-08,Disposable,Nandos
8.99,2017-04-08,Entertainment,Scribd
10.93,2017-04-08,Disposable,McD's
21.0,2017-04-08,Disposable,Drinks
25.9,2017-04-09,Car,Gas
9.99,2017-04-09,Entertainment,Spotify
10.0,2017-04-09,Disposable,Udemy
13.5,2017-04-09,Utilities,Lawnmower
32.68,2017-04-10,Utilities,Gas
90.0,2017-04-12,Disposable,Baseball
40.0,2017-04-12,Utilities,TV
75.0,2017-04-12,Disposable,Bowling League
60.5,2017-04-14,Disposable,Bus to NY
9.51,2017-04-14,Utilities,Weed Killer
9.99,2017-04-15,Entertainment,Netflix
13.17,2017-04-17,Disposable,Uber
8.12,2017-04-17,Disposable,Lyft
7.18,2017-04-17,Disposable,Uber
21.5,2017-04-17,Disposable,Whitlow's
20.5,2017-04-17,Disposable,Dacha Beer Garden
20.0,2017-04-17,Disposable,Bullpen
16.68,2017-04-17,Disposable,Uber
5.23,2017-04-17,Disposable,Uber
5.66,2017-04-17,Disposable,Uber
35.99,2017-04-18,Disposable,John Wall Jersey
3.75,2017-04-18,Disposable,Metro
14.02,2017-04-19,Disposable,Uber
0.83,2017-04-20,Disposable,Apple iTunes
106.21,2017-04-20,Disposable,Thompson Tee
10.9,2017-04-21,Disposable,Lucky Strike
5.05,2017-04-22,Car,Gas
4.45,2017-04-24,Disposable,Lyft
7.24,2017-04-24,Disposable,Lyft
4.29,2017-04-24,Disposable,Uber
7.81,2017-04-24,Disposable,Lyft
16.0,2017-04-24,Disposable,Songbyrd
1020.0,2017-04-25,Rent,Rent
54.68,2017-04-24,Disposable,Amazon
13.1,2017-04-24,Disposable,Uber
7.39,2017-04-24,Disposable,Uber
25.37,2017-04-25,Car,Gas
38.95,2017-04-25,Disposable,Xsport
135.66,2017-04-26,Disposable,Verizon
28.95,2017-04-29,Disposable,Hockey Jersey
88.15,2017-04-28,Car,Check-up/Emissions
7.87,2017-04-28,Disposable,Chipotle
25.15,2017-04-29,Disposable,Uber
29.5,2017-04-29,Disposable,Sauf Haus
19.75,2017-04-29,Disposable,Nationals Game
35.64,2017-04-25,Disposable,KBBQ
51.0,2017-04-25,Disposable,La Boqueria
10.25,2017-04-20,Utilities,Light bulbs & paint
15.71,2017-04-21,Disposable,Barcelona
4.75,2017-04-25,Utilities,Batteries
3.5,2017-04-30,Disposable,Uber
35.0,2017-04-24,Disposable,Sauf Haus
19.75,2017-04-25,Disposable,Bar
4.0,2017-04-26,Disposable,Uber
5.02,2017-04-27,Disposable,Lyft
10.44,2017-04-28,Disposable,Uber
11.5,2017-04-29,Disposable,La Union
30.72,2017-04-30,Disposable,Groceries
22.0,2017-03-02,Disposable,Haircut
33.32,2017-03-02,Disposable,Groceries
25.19,2017-03-03,Car,Gas
23.93,2017-03-06,Disposable,Applebee's
7.48,2017-03-06,Disposable,Chipotle
15.03,2017-03-06,Disposable,Lyft
6.0,2017-03-06,Disposable,Whitlow's
9.53,2017-03-06,Disposable,Beer
7.24,2017-03-06,Disposable,Uber
2.41,2017-03-06,Disposable,Lyft
24.19,2017-03-06,Car,Gas
7.21,2017-03-06,Disposable,Chipotle
8.99,2017-03-07,Entertainment,Scribd
9.99,2017-03-10,Entertainment,Spotify
19.99,2017-03-10,Disposable,mxxxr
125.43,2017-03-13,Disposable,GNC
16.0,2017-03-13,Disposable,Johnny Pisotlas
7.59,2017-03-13,Disposable,Baked and Wired
7.75,2017-03-13,Disposable,Lyft
6.26,2017-03-13,Disposable,Uber
2.5,2017-03-14,Disposable,Uber
9.99,2017-03-14,Entertainment,Netflix
52.0,2017-03-15,Disposable,Fogo De Chao
50.0,2017-03-16,Car,Ticket
12.5,2017-03-10,Utilities,Lawn
37.5,2017-03-11,Utilities,Plumber
24.1,2017-03-16,Utilities,Electricity
225.0,2017-03-17,Disposable,Costco
8.91,2017-03-18,Disposable,Uber
42.39,2017-03-18,Disposable,Macy's
7.77,2017-03-18,Car,Gas
6.1,2017-03-18,Disposable,Uber
9.32,2017-03-18,Disposable,Uber
52.0,2017-03-20,Utilities,Water
40.0,2017-03-25,Disposable,Policy brunch
84.5,2017-03-27,Car,Registration
37.02,2017-03-27,Disposable,Galantis
135.64,2017-03-26,Phone,Verizon bill
38.95,2017-03-24,Gym,Gym
23.81,2017-03-22,Car,Gas
81.75,2017-03-21,Disposable,DC Fray
13.2,2017-03-25,Disposable,Uber
7.0,2017-03-25,Disposable,Uber
1020.0,2017-03-23,Rent,Rent
270.0,2017-03-22,Car,Monthly payment
22.71,2017-03-31,Car,Gas
200.0,2017-03-31,Disposable,Beach
948.5,2017-02-01,Disposable,Cruise
232.7,2017-02-04,Disposable,WISP
3.81,2017-02-04,Disposable,Taco Bell
41.93,2017-02-04,Disposable,Alcohol
8.99,2017-02-06,Entertainment,Scribd
24.99,2017-02-07,Car,Gas
17.0,2017-02-06,Disposable,Penn Social
9.53,2017-02-04,Disposable,WISP Food
7.53,2017-02-04,Disposable,WISP Beer
3.04,2017-02-05,Disposable,Uber
5.0,2017-02-05,Disposable,Beer
5.0,2017-02-06,Disposable,Uber
30.0,2017-02-03,Utilities,Not Sure
291.48,2017-02-08,Disposable,Pax 
40.0,2017-02-08,Disposable,Party Bus
40.0,2017-02-08,Disposable,Brunch
7.61,2017-02-12,Disposable,Lyft
6.36,2017-02-11,Disposable,Uber
13.08,2017-02-11,Disposable,Uber
9.99,2017-02-10,Entertainment,Spotify
5.29,2017-02-09,Disposable,Agenda
10.0,2017-02-11,Disposable,Food
10.0,2017-02-14,Entertainment,Netflix
23.25,2017-02-13,Disposable,Beer
37.0,2017-02-14,Utilities,Cable
240.0,2017-02-03,Disposable,Groceries
22.75,2017-02-16,Utilities,Electric bill
102.0,2017-02-16,Disposable,Weed
9.95,2017-02-16,Gym,Xsport
90.0,2017-02-16,Car,EZ-Pass
46.4,2017-02-17,Utilities,Gas
2.75,2017-02-20,Disposable,McDonalds
24.75,2017-02-21,Car,Gas
30.0,2017-02-20,Disposable,Diner
38.95,2017-02-23,Gym,Xsport
41.0,2017-02-27,Disposable,Hibachi
23.0,2017-02-27,Disposable,Policy
135.64,2017-02-27,Phone,Verizon
5.99,2017-02-27,Disposable,Uber
10.6,2017-02-27,Disposable,Uber
7.41,2017-02-27,Disposable,Shake Shack
16.1,2017-02-27,Disposable,Uber
7.21,2017-02-28,Disposable,Chipotle
10.0,2017-02-28,Disposable,Udemy
1020.0,2017-02-26,Rent,Rent
